0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
232,3,626,378,222,339,3727,160,44,30,11,516,100,42,1115,2220,1468,1001,3,51,238,144,3984,670,18,36,274,31,96,142,14,82,44,290,18,364,670,113,19,19,2,3664,1113,455,187,626,47,210,99,5,234,267,886,948,785,1230,162,2030,13,34,176,5,333,258,99,39,40,13,487,3,75,11,22,559,1166,11,516,67,258,99,3,70,333,279,3,75,82,70,354,24,157,67,1156,532,44,863,52,10646,295,1712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,44,8,3,112,45,1386,369,1599,308,5,2401,76,31,10,614,633,104,7,5,116,70,961,45,8,145,69,884,574,74,8,1380,305,48,15,4,5,70,618,19,518
1707,371,158,201,14,343,7208,109,1079,225,109,3065,1823,78,4149,4096,1297,235,620,5674,307,16,166,2812,328,1342,10675,214,322,207,115,7,557,200,25,167,94,731,148,21,17,5,1051,286,1040,5,1414,15,3115,1631,1358,5428,5456,5428,2435,41,10,13,225,7,408,78,1933,10676,135,274,440,165,28,274,195,26,74,59,492,135,102,89,1536,392,34,68,266,57,85,359,136,576,200,22,9,32,8,248,485,107,209,51,27,203
10677,10678,1960,887,5643,4512,80,121,89,803,887,1290,359,10679,106,26,276,16,50,67,46,39,258,99,597,4698,35,250,748,437,95,1706,2838,2170,2170,5675,320,990,3531,577,147,287,5676,1144,101,431,906,584,34,10,24,13,290,7,67,56,46,1281,27,1497,106,70,497,306,494,887,505,186,59,30,129,201,198,100,42,346,144,44,343,62,2027,343,2364,25,2354,232,59,4,57,9,7,491,300,3,51,1608,62,669,887,68
781,10680,69,337,3,4,1150,220,601,2158,84,3479,2971,140,1439,123,144,1150,220,10681,5677,853,255,337,318,133,316,565,268,1317,486,185,342,1652,281,1580,85,831,2975,5678,2975,4150,337,14,861,124,405,18,555,116,624,1350,10682,192,76,935,1257,40,133,265,223,117,41,33,233,244,596,566,231,67,154,108,555,108,617,169,468,76,2090,10683,2032,10684,18,4151,337,357,1072,33,928,43,264,10685,125,10,22,140,174,14,43,103
108,892,165,7233,2280,11,376,275,47,1518,10734,19,163,61,109,200,65,271,61,20,935,24,538,321,4419,1931,7234,42,3,655,107,10735,568,3731,309,388,3026,55,190,602,588,3,83,602,10736,103,245,722,78,588,6,308,1418,7,5193,156,6477,192,521,40,571,2514,571,41,2030,7235,308,5,11,456,2344,308,16,618,482,173,2386,1098,4038,3303,618,25,2192,329,4448,640,3061,3163,5687,243,53,521,40,141,16,53,7,10737,62,5688
79,32,165,707,3526,97,509,876,357,132,54,503,994,36,76,58,186,356,2043,206,162,1766,222,126,96,512,96,133,90,296,3,12,54,48,49,292,97,54,2,42,193,318,67,109,146,100,448,42,2283,198,1537,232,3228,239,5,8,73,35,771,32,355,48,191,130,209,10742,662,6,36,85,534,4,342,77,47,3,321,293,4103,42,1166,119,12,30,15,66,28,36,161,204,36,822,100,409,4023,2419,68,1173,201,346
335,86,164,471,22,63,63,45,38,18,530,45,192,6,510,1923,171,360,14,1864,222,471,38,18,30,82,1387,13,364,426,6,236,257,125,83,31,28,6,122,58,426,1074,506,853,650,1899,808,306,432,1571,2047,11,228,401,212,21,17,298,4539,36,432,5,2525,43,2838,356,343,2467,103,410,1302,2447,59,2198,59,3441,421,2568,2272,201,910,2555,346,658,2996,364,201,346,214,396,2272,421,401,515,1042,421,873,604,84,2068
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10747,2385,762,7237,3360,239,5690,7238,254,1883,2,251,2,397,806,4752,239
72,27,2343,160,173,5691,10749,160,64,10750,2845,453,92,324,1754,10751,123,3,12,8,22,58,116,10752,1877,3,25,8,19,19,1337,5,237,2485,261,481,411,55,961,155,480,3,229,2,41,843,653,1231,1158,89,1495,43,10753,768,1273,39,293,3,4,211,26,180,417,7239,2,12,5176,49,10754,16,656,27,943,29,2254,23,71,346,217,169,3584,49,471,39,910,1657,29,642,164,223,211,45,368,6,592,63,83,117,876,31
436,5566,350,140,350,35,13,5,7,25,8,24,474,219,21,17,435,105,2488,6,1643,1401,20,2173,14,62,97,6,14,450,8,21,17,300,300,24,6,39,142,484,300,253,24,189,375,747,53,57,93,3,51,798,313,313,45,287,373,798,5697,2730,648,165,16,424,16,424,198,22,165,164,1754,648,504,72,165,16,2583,2626,72,174,41,328,12,30,373,45,88,53,792,141,36,27,116,30,142,789,5329,3,3329,399
2508,60,456,349,867,148,263,915,2508,155,59,165,1807,1303,1023,5020,87,139,29,2086,10804,4,47,5,2362,39,2057,145,27,2080,1761,540,3544,272,39,5685,1202,495,609,39,84,203,28,1723,545,715,96,22,2,1223,691,76,201,78,224,610,124,61,2004,235,495,1270,196,4,2708,124,72,1386,2,499,4498,136,2,166,612,5,1318,516,100,409,345,293,59,749,10805,45,97,149,7,35,189,45,29,49,632,31,841,201,27,5192
392,98,55,20,71,183,127,7,600,96,172,38,18,165,2,660,37,2490,1270,1240,663,273,7,887,2301,138,2301,1653,804,1884,5,49,4501,1113,286,424,7263,541,288,1677,4561,1050,26,296,1827,5,94,2251,166,580,10849,590,282,391,70,94,37,2044,94,37,214,12,7257,475,89,68,11,1561,399,702,279,196,33,2011,5,352,101,90,7264,10850,291,526,991,291,1413,7,424,49,10851,254,85,7,2813,11,551,984,1344,820,1090,1316
397,16,288,329,1028,36,872,37,23,955,126,75,192,850,137,8,1508,115,245,379,136,499,422,26,4173,89,499,137,6,104,962,245,44,3,36,257,555,357,476,978,91,89,98,415,55,360,1594,46,611,2469,281,619,422,14,674,2,22,140,266,392,120,92,1089,235,480,1141,6,4043,1351,22,385,18,3,4,136,1465,3,20,28,2622,54,126,14,61,674,2622,6,114,1637,126,946,7266,888,2,611,146,448,1566,1349,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,838,54,85,379,133,91,183,178,4050,158,73,949,939,21,17,12,318,1580,107,40,83,507,226,39,226,259,946,3333,259,946,1632,1355,842,643,216,400,246,141,35,5,321,6,53,75,546,36,106,88,80,136,105,190,727,401,258,99,1705,60,7267,76,1305,1362,477,83,1258,259,630,1355,842,40,3159,96,24,124,253,24,4771,8,872,1223
385,1193,420,8,570,2,38,18,266,165,648,209,165,730,648,4,1188,355,1558,74,123,20,475,296,1834,374,33,795,1227,377,534,2006,1006,412,186,1015,3,997,387,81,64,6,82,64,7,237,656,27,387,81,268,1851,268,16,4157,135,22,10866,131,37,2680,590,281,570,1627,268,188,226,76,935,76,2710,898,180,412,133,136,29,1505,43,203,3527,7272,20,71,919,10867,932,277,372,891,148,5,950,849,7,25,9,19,6
343,279,2,215,29,512,4310,563,5435,9,54,51,2108,19,338,37,564,11,1725,74,695,16,44,260,170,5,49,564,51,144,55,385,56,140,392,137,101,452,407,162,74,354,157,1408,2481,294,159,100,42,610,2013,1249,10882,11,183,7,67,10883,37,120,2635,10884,417,2065,2635,1695,663,4776,2964,52,89,7,38,18,68,67,258,99,190,13,142,183,40,3231,26,1234,161,1671,342,12,14,9,466,223,92,1276,343,528,169,9
112,262,7,55,55,1289,52,262,2009,64,80,7,7288,1608,1235,56,63,66,101,365,105,175,22,295,827,193,2461,2091,241,119,21,17,39,823,303,303,132,21,17,58,7289,43,961,2244,666,101,619,682,881,85,197,394,1061,1078,1014,14,10891,101,4155,2460,206,3734,133,245,766,121,1294,25,85,151,143,2447,85,6,779,136,319,210,99,271,328,299,45,318,932,357,1619,64,58,18,4139,2598,435,88,770,113,163,1054,37,5627
867,114,62,206,437,3610,830,2365,110,437,27,1826,5726,24,50,310,727,3,140,94,327,5,278,431,3613,2525,5,63,353,25,82,720,1022,133,4106,5727,141,714,235,10895,5728,10896,33,422,36,235,2026,159,5729,1873,11,5729,2541,279,545,262,427,437,120,447,437,52,3586,282,427,437,403,13,262,437,4,235,5729,10897,1944,38,92,1457,816,1054,3741,292,194,84,14,632,10898,2792,169,1188,3242,4,5730,447,382,6,236,79,708,92
180,3593,6,923,897,48,2126,14,339,53,1564,14,405,71,111,80,472,222,145,639,100,10900,39,957,199,562,1245,308,50,151,145,688,50,10,2,22,140,1408,257,131,536,40,35,16,1401,7,536,40,98,415,16,13,788,41,187,174,1211,1320,7,1420,7,1292,39,1420,187,174,68,179,2,193,229,168,41,158,201,14,343,71,37,24,1342,1474,7,514,1159,1342,1159,5731,2890,1608,314,3466,737,7294,10901,128,3,1342,27,229
807,449,11021,651,147,210,99,500,45,887,3818,3,27,351,52,1823,562,2801,61,114,25,19,5711,257,11,1502,112,745,45,3818,2,11022,56,11023,27,4796,679,774,4711,45,197,16,1246,511,186,197,36,61,35,1643,20,71,848,3,10,297,5,21,17,4679,64,7350,800,50,21,17,114,7350,267,177,672,7317,147,576,13,7347,2079,393,2415,1311,11024,11025,4131,403,113,1438,1005,4149,3007,112,214,1750,686,11026,572,2415,1458,7346,24,315
7,301,2731,75,77,30,811,184,782,59,901,38,103,871,79,702,4180,131,27,14,4,19,556,11044,3,4,53,39,67,252,1206,280,26,285,14,5,5247,3529,3810,399,6195,98,31,21,17,6,26,467,450,1036,345,125,6906,50,125,1995,1509,5755,11045,177,1086,1186,3810,1989,274,875,177,36,2312,11046,584,87,110,1941,141,129,5151,1167,1126,2312,106,12,259,472,2510,1032,50,344,1064,93,43,16,11047,5,106,8,1484,741,380,32
307,429,244,59,372,2880,235,1882,537,215,223,503,2602,4474,39,200,393,11060,663,19,702,5432,873,5763,163,469,313,33,431,906,584,320,1127,181,209,437,89,619,411,4058,37,3224,89,10,13,280,180,305,35,23,1470,7,7362,414,16,313,307,61,1727,178,131,29,272,1142,104,659,27,430,661,628,2346,160,14,69,1848,188,103,272,305,20,385,7361,18,39,36,2,882,778,11061,1790,833,1124,1016,113,7359,46,2929,150,664,91
1280,105,337,56,38,44,748,127,1105,16,857,1233,4415,149,1901,1149,1381,97,176,176,171,431,7390,550,5384,7391,11116,103,11117,431,7390,550,282,1766,489,316,103,186,81,278,21,17,3233,365,3233,149,11118,245,194,517,1100,278,26,858,20,1458,192,176,126,171,606,11119,592,1612,173,2677,4808,995,486,197,1559,2677,996,28,597,995,4808,3753,1164,72,1136,261,2677,929,489,290,344,47,1766,852,606,820,402,1222,3628,34,7391,1080,1107,11120
2218,78,5,11153,1177,51,53,33,5788,3363,3104,5789,998,1335,793,1841,545,96,90,1502,4,78,2802,522,337,257,11154,51,14,32,5,347,206,1000,1399,478,987,6803,24,5,4482,5407,2,73,290,1270,53,497,128,68,20,143,230,982,39,151,12,978,238,925,2058,539,22,7400,279,11155,3072,588,4,1264,97,121,93,11156,588,16,2850,5393,62,78,78,588,561,1687,112,1066,10,52,149,470,24,704,4197,11157,6456,143,419,82,105,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,2,65,31,15,59,109,2,65,78,5,10,6,463,574,74,66,3
326,1261,194,729,2,65,845,983,6,2458,1408,331,1064,576,195,1146,845,59,59,1809,331,1064,1434,391,205,942,7,1673,126,333,434,1250,902,8,248,184,648,119,247,46,95,1756,2969,3,1632,50,11166,507,48,603,959,161,100,1537,1008,42,197,658,855,376,15,118,1432,317,237,5510,5,1741,7163,5,7408,80,152,86,26,3460,97,185,785,2110,145,1792,23,80,5,75,66,62,660,133,12,427,660,247,4,117,1878,2782,605,42
739,7,129,108,16,367,20,28,178,1259,217,5,4,6,10,11,397,638,248,3841,1234,108,7,691,189,128,191,2652,60,749,55,20,791,779,116,4,1058,60,505,4347,474,132,11,11186,245,5793,6,487,2045,60,16,28,21,17,2537,43,1570,8,19,21,17,124,7419,3754,651,24,195,5793,24,45,526,100,11187,11188,1143,237,187,641,31,7420,11189,5794,116,260,254,11190,263,1178,20,95,805,927,255,1593,1926,723,27,430,130,4
447,1088,2209,3,38,2065,5796,5795,29,181,5,823,303,303,487,574,74,152,11216,98,55,11,210,99,2,1058,127,863,2794,3430,431,286,2176,39,2360,1803,245,40,15,863,4,434,2827,53,53,7428,562,2172,100,448,7072,11217,7402,530,7425,11218,3361,285,4697,910,1924,474,1784,3440,2305,11219,39,11220,1671,549,1724,11221,2045,662,12,24,3755,252,47,21,17,2,73,8,23,317,636,5,56,40,2,2281,37,3,4,1009,23,2822,11222,1188
6,19,34,11331,1680,11332,1951,89,2189,2787,10,262,501,11333,1339,223,2166,3812,387,81,2184,226,4547,20,163,599,189,94,245,7458,7459,849,5,1234,161,14,35,1680,89,3616,3535,354,100,42,29,192,162,16,50,761,40,4,2,210,99,229,2,744,80,4824,10,279,169,195,5623,661,11334,98,6889,7,210,99,4659,2569,304,377,3204,304,377,81,3204,226,634,6,730,2023,37,29,724,131,593,311,194,1053,110,11335,230,93,2332,605
745,3104,436,291,11342,41,328,4001,295,50,438,1800,183,1669,24,315,16,67,46,925,61,11,567,93,255,145,296,1147,193,1874,338,832,1741,4714,1741,984,391,68,179,217,298,148,27,4611,395,215,305,187,574,74,945,4769,2080,289,1727,178,142,1152,7,137,1135,259,27,297,1152,59,142,1858,1466,991,3376,541,1939,192,8,18,939,137,3,4,136,12,1722,396,2544,68,179,1152,97,217,2319,327,671,544,255,436,193,2172,2119,44
3182,113,108,357,555,22,1101,2,251,72,163,76,19,24,315,93,877,4144,1829,37,10,73,4278,58,38,103,156,11343,11344,2212,2589,34,140,98,123,445,2212,1190,977,1346,410,2095,595,454,377,595,1605,6,16,1644,445,2212,140,1145,64,221,332,267,1026,672,7462,74,789,158,11345,11,4828,405,1032,88,45,168,342,9,711,259,605,28,36,68,7,43,190,4828,332,2010,752,256,47,161,13,2441,696,332,267,1026,672,7462,74,789
178,905,671,3,12,4,2462,10,689,144,1765,93,72,9,162,4,186,405,1068,533,857,3910,3760,10,171,1512,5821,171,28,140,1830,5821,290,192,29,97,178,230,2,251,162,58,4495,12,698,187,25,3910,145,439,3379,216,5821,2570,3929,457,2147,13,145,124,505,29,139,2078,200,348,27,70,419,1587,520,876,16,1487,10,61,1524,207,116,52,271,36,170,166,1957,312,4658,1212,103,29,97,275,640,210,99,13,290,505,312,4513
10,256,115,116,22,241,498,19,138,1638,33,530,693,13,25,7,19,161,13,46,161,5,1221,1260,293,7,41,271,375,365,28,241,59,137,48,134,19,89,458,759,4479,241,4,4,1745,534,76,1705,2,65,116,9,58,4,22,252,1449,1460,44,1399,310,12,878,800,3,333,8,544,84,55,81,425,173,389,856,22,28,7482,287,3941,1091,1072,1133,270,191,1705,1402,130,901,37,202,1696,454,33,219,129,1983,609,2,7472
307,319,194,23,218,28,79,2486,8,62,908,61,104,38,835,542,8,101,359,102,11386,6223,430,326,1005,2519,260,2,450,2208,48,500,62,908,49,1348,1383,11387,7,9,4213,2038,281,46,160,1277,692,18,26,6222,59,133,106,56,772,772,46,68,40,224,7,511,186,217,23,516,172,598,125,121,1058,382,692,89,20,11388,217,3,10,5833,3409,350,7,49,289,27,25,203,35,26,7,1919,217,2688,901,715,171,40,53,556
158,6171,917,815,838,87,47,454,3062,52,360,14,43,464,479,36,907,529,239,620,119,24,271,119,24,28,479,619,4072,4627,3578,1901,814,26,3,30,10,48,1246,3,34,828,153,239,464,453,507,459,175,92,125,253,288,36,1679,5,1877,7494,125,573,242,2,168,200,360,14,95,5,15,114,743,101,457,10,114,907,1722,47,5,1702,172,63,14,113,4,113,473,5,10,2,146,1202,1540,26,319,3062,43,7495,1419,1236
2305,4802,381,8,48,15,327,3657,116,3722,205,1784,531,339,441,119,11412,145,958,1476,1435,446,2617,214,261,155,2334,245,4,90,335,86,164,29,182,7499,5,53,7501,4841,40,435,335,18,330,629,6,276,3898,109,148,456,18,6,56,893,1945,4000,593,40,48,58,1002,842,7502,124,136,162,90,298,5,30,162,13,2618,298,60,193,919,573,20,1449,13,85,86,269,30,54,40,14,11413,40,20,150,16,78,5,920,11,282
184,21,17,13,19,518,507,1153,16,3385,83,10,9,3385,2000,158,2,716,184,107,51,4843,32,1463,32,870,186,11468,48,290,870,186,88,256,511,1270,676,72,25,769,97,43,11469,164,186,126,85,290,1151,158,406,5426,186,67,9,48,847,4,33,103,412,273,414,6,676,40,228,12,773,858,810,48,14,76,1937,495,46,202,91,9,5374,22,81,91,111,297,82,93,211,40,27,1490,11470,111,80,162,65,2,32,184
22,429,132,1232,20,1495,283,76,2090,5848,11478,874,7485,11479,394,11480,1439,551,445,476,1359,1049,2066,2235,260,790,105,305,20,757,224,4847,3172,11481,1389,11482,1009,734,5849,4699,171,861,7523,2090,5848,7387,4630,336,514,155,2090,681,134,283,22,352,382,2090,681,468,393,630,23,11483,2090,1386,11484,7251,49,20,1495,72,461,449,2829,3582,16,1442,5223,1788,144,11485,846,3989,184,782,424,30,11486,121,453,67,174,245,107,209,83,105,4,188
986,340,549,280,197,26,471,707,879,157,3224,78,103,1909,78,250,827,5293,953,183,448,5634,7,939,1685,11543,5787,162,11544,5255,108,1451,108,1164,57,160,1170,72,912,77,674,1147,430,2451,567,98,14,28,281,132,1280,1034,10,19,1014,1997,18,29,1554,849,6,57,33,36,3060,1074,13,379,1557,1483,143,450,150,424,11,436,966,61,234,154,168,5,1769,4806,1082,111,729,524,487,5,4805,3426,805,177,1315,1082,3,63,34,63
63,35,40,40,138,130,15,229,206,8,21,17,2,251,162,197,15,251,2,396,1848,618,120,79,14,123,1977,74,705,2,41,155,98,427,728,8,21,17,2295,11546,60,266,71,4,59,15,47,162,439,101,34,11,687,6,19,29,4,1608,11547,253,21,17,19,162,109,16,6,9,769,178,511,152,11548,734,233,572,20,142,59,15,27,1055,57,6,19,109,109,526,58,2259,2998,384,252,2109,109,19,272,112,4650,60
6,8,24,1072,6,8,11589,118,288,13,236,473,23,130,112,8,48,85,1450,3332,354,5647,1258,21,17,899,952,11590,36,1097,11,145,65,96,48,535,191,1621,2830,1104,62,22,135,575,28,144,514,35,41,1621,2830,1104,118,952,4,175,22,236,235,514,18,33,57,48,161,51,16,1277,203,31,1615,61,210,99,3,422,643,85,63,307,855,346,706,1377,1801,13,85,21,17,1423,264,163,450,5871,11,567,33,147,58,287
103,88,1370,259,50,5231,59,15,11,3231,5,3,4,9,353,1197,845,3,1260,195,2009,5,188,387,81,569,7578,638,81,1254,7,6,23,126,110,10,277,25,7,87,642,84,583,4088,153,446,15,1284,96,23,28,191,309,323,46,347,2318,11597,634,6,51,1788,4,108,5872,11598,133,16,249,856,81,67,196,130,28,1284,272,191,5873,216,84,113,297,991,145,1002,880,156,181,1683,170,2,90,251,72,140,661,57,25,2067
0,0,0,0,0,382,686,11599,3657,93,2355,405,41,729,3996,1725,74,10,88,45,168,30,2333,1882,163,700,463,3922,986,368,4277,11600,92,1824,109,30,10,292,1485,64,18,3,574,74,722,1468,1518,136,1319,854,5341,3100,1049,11601,1376,292,1672,11602,11603,11604,331,76,112,216,507,3249,549,316,461,178,11605,674,108,1800,4454,590,292,971,3291,722,2470,659,895,5874,11606,400,136,7579,5692,1083,549,10,615,10,11,687,179,165,94,150
552,49,1120,32,337,449,126,319,139,182,467,124,21,17,49,370,2732,1795,3,12,798,3,109,11608,691,947,85,237,528,47,943,619,281,457,191,814,659,1520,703,385,3,12,712,48,38,18,877,46,510,157,385,762,79,14,382,2714,3288,78,5,54,78,345,30,301,3435,7,49,35,825,56,34,386,569,695,1091,41,264,866,1113,784,6,1005,13,46,3067,411,480,988,11609,6349,420,307,281,1181,1072,897,596,566,231,420
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,790,4128,3,54,27,6,77,88,245,2170,11610,131,55,191,23,1517,11611,22,420,4860,223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2625,61,151,178,103,18,66,319,51,18,141,49,2137,141,49,8,699,4,321,3419,159,73,469,113,58,4,2,813,455,246,6,236,171,140,58,763,2564,64,213,2564,64,488,62,183,36,236,2,3270,50,4,763,7,897,20,3143,292,341,2426,11,41,192,2137,243,2132,243,787,86,43,16,55,14,4,56,122,58,8,2808,2809,22,1210
1259,3618,2138,4198,264,19,580,1401,190,1392,33,518,2477,22,3,10,141,8,667,597,107,168,57,35,747,84,133,97,75,323,3147,378,3,8,884,330,218,578,4577,1278,24,226,47,45,1087,81,1918,125,299,1773,147,27,924,126,194,667,72,4,22,268,534,8,1408,1673,726,585,459,11614,2322,325,1333,82,203,51,34,526,32,360,14,838,54,87,76,58,4,63,700,34,366,212,11,48,83,4,11,338,141,15,51,223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,208,109,376,28,41,28,89,185,312,189,2373,238,16,286,3081,5458,6945,1689,192,312,340,3,20,10,2,82,93,312,340,10,37,128,112,107,120,25,699,466,166,2,645,391,54,3838,116,139,140,356,572,578,27,53,230,1811,398
110,587,839,635,1299,109,35,26,53,11622,25,183,59,114,15,8,248,1584,184,9,31,2424,29,107,643,173,3346,1213,504,984,31,1189,2669,1141,452,20,661,124,87,147,1630,124,419,136,11,22,685,2627,1456,152,11,22,278,135,62,101,1605,82,4,96,289,210,527,523,2708,685,853,28,278,108,13,3243,604,278,44,173,2,876,85,1009,2,12,224,90,1239,458,618,19,10,5,53,4173,696,231,2,167,2592,128,40,223
49,573,11,447,52,368,2021,851,7,15,25,13,19,44,290,727,112,28,58,1284,1637,408,7,1255,1636,5,15,946,245,3,656,2417,7,639,5,96,56,289,82,44,2014,5,56,35,5,21,17,189,5,189,11626,11627,3486,4863,176,13,6,19,1295,187,641,810,11628,333,111,13,163,19,11629,352,2089,16,44,125,2319,430,1312,575,3,70,242,142,14,675,95,856,781,275,781,770,2259,95,58,388,92,28,21,17,89,290
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,75,8,29,1170,300,728,623,1042,1258,33,1964,3,4,350,62,1239,346,250,21,17,2206,525,301,735,2,97,1612,14,36,48,735
1675,540,35,161,23,2538,1114,396,421,764,356,11,766,27,134,348,2941,52,37,876,3,4,708,92,35,167,91,134,638,420,94,11642,156,97,63,4,11,38,71,33,510,2181,23,4,311,8,29,513,3171,233,363,64,12,82,203,29,724,203,12,359,816,1259,1238,25,2644,4,289,60,740,152,32,11,60,52,205,27,270,128,29,110,178,1886,742,68,867,39,198,3487,280,131,26,4726,272,538,2,183,5881,202,36,23
485,2,145,108,267,2163,4866,5762,2163,1029,1022,8,2554,83,4,11643,23,285,2,2425,812,98,313,202,2819,420,168,570,570,29,120,6,198,269,111,63,3128,214,12,469,947,1127,980,3478,2,117,269,60,23,50,12,32,393,11644,29,519,49,237,4225,198,495,80,36,652,111,8,926,2397,31,426,8,1058,382,495,199,28,36,205,20,134,661,198,2216,159,136,119,384,709,3,1179,762,3,48,104,7,24,13,61,236,422
7,11780,279,4229,104,96,191,248,654,136,183,233,183,257,4876,18,11781,2139,11782,7,381,3050,992,8,21,17,3050,992,760,394,867,1857,168,755,1475,1300,5814,16,5706,921,298,78,5,179,244,63,14,7626,127,3738,253,21,17,94,921,30,172,219,44,218,952,324,64,213,148,11783,30,35,4367,50,432,162,1176,169,48,3162,1036,7627,2474,37,663,304,832,879,13,1857,3183,105,617,741,3091,522,2094,13,3,75,430,2065,5,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,503,201,1736,3,140,142,201,289,23,169,1204,526,31,32,22,271,64,213,171,28,574,74,434,74,594,55,1885,594,186,6,404,77,92,134,1976,4877,355,489,239,488,510,460,182,1211,7,544,53,7,133,934,355,888,3968,226,772,486,486,135,591,153,1929,11784,2170,11785
1311,1592,496,53,173,254,11786,13,21,17,2386,787,360,27,14,168,4089,5899,9,1103,1220,349,37,199,262,611,906,584,45,146,800,2893,611,2254,397,20,1170,2630,2884,240,3,109,976,1043,27,854,257,460,621,281,157,88,729,401,1405,212,65,250,112,429,71,143,84,370,355,1100,278,1935,81,14,11787,82,45,1044,36,257,52,11788,58,74,705,355,2130,331,74,705,1359,4792,101,79,14,217,258,99,5215,6,49,10,8,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,92,4,269,4,21,17,28,1531,124,124,20,266,10,7,269,69,478,145,65,1091,418,3894,7,4774,145,210,99,200,125,224,269,6,275,21,17,6,6,25,697,225,240,1705,9,5900,66,3,404,77,1081,184,30,1611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,29,148,21,17,133,23,747,6,714,85,257,402,1567,1326,5901,313,1153,64,213,1054,555,337,91,133,7,18,148,456,14,4,43,370,58,2709,9,1663,127,322,283,1701,401,1459,3164,1073,177,5902,35,118,1066,7628,46,18,148,256,94,275,35,3670,842,157,122,281,747,1613,394,98,415,55,6,729,137,1430,1743,30,137,518,51,277,7,12,447,174,69,971,18
2965,54,85,109,1385,176,11848,2,251,76,704,176,60,22,1571,435,7,176,8,133,1451,28,103,946,247,129,723,653,978,680,541,2,146,7647,2,6359,5912,541,2,97,372,608,325,71,24,315,2,251,87,110,233,1451,242,2281,37,286,2796,11,38,289,23,11,1596,511,1027,27,87,76,14,20,7,67,95,24,18,176,141,8,224,447,233,32,290,107,44,30,370,103,2748,68,7,1403,36,94,565,2303,1005,25,7,482
55,9,15,158,13,620,259,2447,116,76,164,7650,799,1013,84,64,10,6,15,651,462,41,707,425,47,6,32,336,10,13,6,225,158,27,673,201,14,478,279,47,158,146,813,1262,324,158,279,27,4,90,399,14,85,60,1042,456,125,77,264,69,63,32,326,107,46,158,90,27,30,28,335,297,177,1138,580,469,155,3,4,72,612,274,890,1889,248,157,53,135,214,284,93,11,49,117,2831,608,765,460,1136,81
4,48,1517,3777,225,39,22,54,137,19,30,75,19,40,9,19,224,33,254,180,4652,771,274,9,19,38,18,2,499,54,84,370,113,19,538,19,66,54,779,796,112,62,669,25,735,33,62,44,1794,26,137,37,542,4883,28,868,2085,55,25,118,370,13,6,335,84,63,37,134,4,316,1148,323,336,1437,194,21,17,3082,608,4232,268,117,477,47,335,62,22,15,79,194,23,1163,8,23,1240,3896,1833,290,505,334
